director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,plot_keywords,language,comb
tyler perry,omari hardwick,loretta devine,kimberly elise,drama,for colored girls,african american protagonist female protagonist multi protagonist poem three word title,english,omari hardwick loretta devine kimberly elise tyler perry drama african american protagonist female protagonist multi protagonist poem three word title english
louis leterrier,jason statham,qi shu,matt schulze,action crime thriller,the transporter,bar gunfight human trafficking mixed martial arts tire iron,english,jason statham qi shu matt schulze louis leterrier action crime thriller bar gunfight human trafficking mixed martial arts tire iron english
jeff wadlow,djimon hounsou,neil brown jr.,leslie hope,action drama sport,never back down,club fight fighting high school mixed martial arts,english,djimon hounsou neil brown jr. leslie hope jeff wadlow action drama sport club fight fighting high school mixed martial arts english
katt shea,jason london,rachel blanchard,eddie kaye thomas,horror sci-fi thriller,the rage: carrie 2,high school party prom suicide teenage girl,english,jason london rachel blanchard eddie kaye thomas katt shea horror sci-fi thriller high school party prom suicide teenage girl english
unknown_director,chris harrison,unknown_actor,unknown_actor,game-show reality-tv romance,the bachelor            ,bachelor seeking love single guy tv host women rivals for man,english,chris harrison unknown_actor unknown_actor unknown_director game-show reality-tv romance bachelor seeking love single guy tv host women rivals for man english
sam mendes,catherine o'hara,jim gaffigan,carmen ejogo,comedy drama romance,away we go,baby children friend love road trip,english,catherine o'hara jim gaffigan carmen ejogo sam mendes comedy drama romance baby children friend love road trip english
joshua michael stern,madeline carroll,judge reinhold,nathan lane,comedy drama,swing vote,ballot election new mexico vote voting,english,madeline carroll judge reinhold nathan lane joshua michael stern comedy drama ballot election new mexico vote voting english
brad silberling,jake gyllenhaal,holly hunter,bob clendenin,drama romance,moonlight mile,1970s death district attorney fiancee watching television,english,jake gyllenhaal holly hunter bob clendenin brad silberling drama romance 1970s death district attorney fiancee watching television english
tomas alfredson,benedict cumberbatch,colin firth,gary oldman,drama mystery thriller,tinker tailor soldier spy,cold war hungary mole spy woman on top,english,benedict cumberbatch colin firth gary oldman tomas alfredson drama mystery thriller cold war hungary mole spy woman on top english
john duigan,elaine hendrix,jill hennessy,sarah wynter,comedy drama romance,molly,autism experimental surgery female nudity forename as title regression,english,elaine hendrix jill hennessy sarah wynter john duigan comedy drama romance autism experimental surgery female nudity forename as title regression english
jodie foster,jennifer lawrence,cherry jones,riley thomas stewart,drama,the beaver,beaver puppet depression dysfunctional family puppet speech,english,jennifer lawrence cherry jones riley thomas stewart jodie foster drama beaver puppet depression dysfunctional family puppet speech english
colin higgins,dolly parton,barry corbin,dom deluise,comedy musical,the best little whorehouse in texas,chicken governor locker room sheriff texas,english,dolly parton barry corbin dom deluise colin higgins comedy musical chicken governor locker room sheriff texas english
david cronenberg,jennifer jason leigh,sarah polley,callum rennie,horror sci-fi thriller,existenz,assassin game game designer pod virtual reality,english,jennifer jason leigh sarah polley callum rennie david cronenberg horror sci-fi thriller assassin game game designer pod virtual reality english
steven spielberg,harrison ford,karen allen,william hootkins,action adventure,raiders of the lost ark,archeological dig archeologist ark of the covenant egypt nazi,english,harrison ford karen allen william hootkins steven spielberg action adventure archeological dig archeologist ark of the covenant egypt nazi english
chris columbus,macaulay culkin,kieran culkin,devin ratray,adventure comedy family,home alone 2: lost in new york,airport christmas florida new york city toy store,english,macaulay culkin kieran culkin devin ratray chris columbus adventure comedy family airport christmas florida new york city toy store english
steven spielberg,bob balaban,teri garr,melinda dillon,drama sci-fi,close encounters of the third kind,alien close encounter of the third kind mothership ufo vision,english,bob balaban teri garr melinda dillon steven spielberg drama sci-fi alien close encounter of the third kind mothership ufo vision english
jim sonzero,ian somerhalder,christina milian,rick gonzalez,drama horror sci-fi thriller,pulse,cell phone computer computer hacker e mail technology,english,ian somerhalder christina milian rick gonzalez jim sonzero drama horror sci-fi thriller cell phone computer computer hacker e mail technology english
tony scott,dean stockwell,judge reinhold,ronny cox,action comedy crime thriller,beverly hills cop ii,detective police police chief robbery tall woman,english,dean stockwell judge reinhold ronny cox tony scott action comedy crime thriller detective police police chief robbery tall woman english
adam shankman,angus t. jones,kimberly j. brown,steve harris,comedy,bringing down the house,divorce lawyer spanking villain arrested wrongful conviction,english,angus t. jones kimberly j. brown steve harris adam shankman comedy divorce lawyer spanking villain arrested wrongful conviction english
jonathan demme,anthony hopkins,scott glenn,anthony heald,crime drama horror thriller,the silence of the lambs,case file fbi agent psycho thriller psychopath serial killer,english,anthony hopkins scott glenn anthony heald jonathan demme crime drama horror thriller case file fbi agent psycho thriller psychopath serial killer english
penelope spheeris,tia carrere,lara flynn boyle,kurt fuller,comedy music,wayne's world,basement lead actor's first film long hair public access title directed by female,english,tia carrere lara flynn boyle kurt fuller penelope spheeris comedy music basement lead actor's first film long hair public access title directed by female english
jeff tremaine,bam margera,steve-o,chris pontius,action comedy documentary,jackass 3d,full frontal male nudity man wearing a jock strap man wearing a thong rear male nudity stripped prison uniform,english,bam margera steve-o chris pontius jeff tremaine action comedy documentary full frontal male nudity man wearing a jock strap man wearing a thong rear male nudity stripped prison uniform english
jeannot szwarc,roy scheider,murray hamilton,joseph mascolo,adventure horror thriller,jaws 2,great white shark island mayor police chief shark,english,roy scheider murray hamilton joseph mascolo jeannot szwarc adventure horror thriller great white shark island mayor police chief shark english
raja gosnell,jamie lee curtis,nick zano,ali hillis,adventure comedy drama family romance,beverly hills chihuahua,chihuahua german shepherd mexico potted plant tijuana mexico,english,jamie lee curtis nick zano ali hillis raja gosnell adventure comedy drama family romance chihuahua german shepherd mexico potted plant tijuana mexico english
james wan,mackenzie foy,lili taylor,hayley mcfarland,horror mystery thriller,the conjuring,based on true story farmhouse paranormal investigator rhode island supernatural power,english,mackenzie foy lili taylor hayley mcfarland james wan horror mystery thriller based on true story farmhouse paranormal investigator rhode island supernatural power english
