director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,plot_keywords,language
courtney solomon,sissy spacek,james d'arcy,vernon dobtcheff,horror mystery thriller,an american haunting,flashback lifting someone into the air paranormal phenomena voice over letter year 1818,english
david zucker,carmen electra,tyler labine,molly shannon,comedy romance,my boss's daughter,boss' daughter crush house sitter housesitting love interest,english
david twohy,chris hemsworth,milla jovovich,marley shelton,adventure mystery thriller,a perfect getaway,cliff hawaii island newlywed waterfall,english
rick famuyiwa,america ferrera,lance gross,lupe ontiveros,comedy romance,our family wedding,california love marriage wedding wedding dress,english
alan cohn,alyson hannigan,linda cardellini,poppy montgomery,comedy,dead man on campus,college college roommate party roommate student,english
franco zeffirelli,lily tomlin,joan plowright,paolo seganti,comedy drama war,tea with mussolini,ambassador american art english italy,english
tom holland,joe mantegna,bethany joy lenz,kari wuhrer,fantasy horror,thinner,death doctor gypsy judge lawyer,english
martin scorsese,robert de niro,liza minnelli,mary kay place,drama music musical romance,"new york, new york",love musician saxophonist singer songwriter,english
spike lee,alfre woodard,delroy lindo,isaiah washington,comedy drama,crooklyn,argument birthday bully coming of age semi autobiographical,english
chris rock,steve buscemi,eliza coupe,wendell pierce,comedy drama romance,i think i love my wife,banker investment investment banker marriage sex,english
james isaac,peter mensah,kane hodder,lexa doig,action horror sci-fi thriller,jason x,jason voorhees lake machete scientist slasher,english
shawn levy,frankie muniz,donald faison,lee majors,adventure comedy family,big fat liar,brunette film producer liar prank stunt,english
emilio estevez,anthony hopkins,nick cannon,brian geraghty,drama history,bobby,campaign chess friend hotel senator,english
mark waters,monica potter,ivana milicevic,china chow,comedy mystery romance,head over heels,apartment fast motion scene model private investigation suspected murder,english
josh schwartz,thomas mcdonell,jackson nicoll,osric chau,adventure comedy,fun size,adult humor best friend friend halloween teenage girl,english
julian schnabel,emmanuelle seigner,mathieu amalric,isaach de bankolé,biography drama,the diving bell and the butterfly,arc de triomphe paris based on autobiography coma elle magazine male frontal nudity,french
todd field,kate winslet,noah emmerich,jane adams,drama romance,little children,adulterous wife bar dysfunctional marriage sex offender suburb,english
davis guggenheim,norman reedus,sharon lawrence,noam jenkins,drama mystery thriller,gossip,college college campus gossip rape sex,english
tony goldwyn,viggo mortensen,julie kavner,tovah feldshuh,drama,a walk on the moon,adulterous wife cheating wife summer unfaithfulness woodstock,english
phillip noyce,derek luke,terry pheto,bonnie henna,biography drama history,catch a fire,attack coach colonel jail oil refinery,english
stephen carpenter,melissa sagemiller,angela featherstone,candace kroslak,drama horror mystery thriller,soul survivors,car accident college ghost girl in panties white panties,english
james ivory,seth gilliam,todd boyce,nigel whitmey,biography drama history romance,jefferson in paris,18th century ambassador french revolution friendship thomas jefferson,english
stephan elliott,colin firth,kristin scott thomas,kris marshall,comedy romance,easy virtue,estate female frontal nudity female nudity no panties unhappy marriage,english
james fargo,christopher lee,joseph cotten,behrouz vossoughi,action adventure history,caravans,afghanistan caravan rebel russian tribe,english
mike leigh,lesley manville,ruth sheen,karl johnson,biography drama history,mr. turner,prism rented room scrofula sketching sunrise,english
alain resnais,mathieu amalric,sara forestier,edouard baer,drama romance,wild grass,dentist letter pilot skateboard wallet,french
costa-gavras,sebastian koch,mathieu kassovitz,ulrich mühe,biography crime drama war,amen.,jesuit jew pope priest ss,english
chao-bin su,woo-sung jung,shawn yue,kelly lin,action,reign of assassins,martial arts sword fight wuxia,mandarin
neil burger,john heard,katherine lanasa,mark l. young,comedy drama war,the lucky ones,college tuition guitar road trip soldier stranded,english
kenneth lonergan,matt damon,kieran culkin,john gallagher jr.,drama,margaret,accident bus loss of virginity new york city virginity,english
bo zenga,steve howey,kenan thompson,diora baird,comedy horror,stan helsing,dollar bill double entendre escaped convict halloween striptease,english
rob reiner,madeline carroll,rebecca de mornay,aidan quinn,comedy drama romance,flipped,apology falling in love multiple perspectives narrated by a girl younger version of character,english
ang lee,jake gyllenhaal,heath ledger,anne hathaway,drama romance,brokeback mountain,gay relationship homosexuality mountain ranch rodeo,english
jonathan liebesman,noel fisher,danny woodburn,jeremy howard,action adventure comedy sci-fi,teenage mutant ninja turtles,18 wheeler mutant ninja sewer turtle,english
amy heckerling,donald faison,dan hedaya,elisa donovan,comedy romance,clueless,female protagonist high school makeover matchmaker popularity,english
todd haynes,dennis quaid,celia weston,michael gaston,drama romance,far from heaven,african american catastrophe family relationships farewell scene therapy,english
steve pink,adam scott,gillian jacobs,collette wolfe,comedy sci-fi,hot tub time machine 2,acid trip gameshow hot tub time lord time machine,english
unknown_director,krystyna janda,olaf lubaszenko,olgierd lukaszewicz,drama,dekalog            ,meaning of life moral challenge morality search for meaning ten commandments,polish
philip kaufman,kate winslet,stephen marcus,amelia warner,biography drama,quills,asylum lust male pubic hair penis pubic hair,english
martin mcdonagh,abbie cornish,gabourey sidibe,michael stuhlbarg,comedy crime,seven psychopaths,dognapping gangster misfiring gun screenwriter shih tzu,english
kasi lemmons,colm feore,tamara tunie,aunjanue ellis,crime drama music mystery thriller,the caveman's valentine,chrysler building manhattan new york city delusion manhattan new york city new york city title directed by female,english
unknown_director,jacek koman,marian dziedziel,jaroslaw boberek,action crime drama thriller,the border            ,unknown_keywords,polish
oliver hirschbiegel,thomas kretschmann,bruno ganz,alexandra maria lara,biography drama history war,downfall,bunker hitler nazi no exit war ruins,german
alejandro amenábar,belén rueda,lola dueñas,tamar novas,biography drama romance,the sea inside,dignity euthanasia freedom lawyer sailor,spanish
jonathan glazer,scarlett johansson,paul brannigan,alison chand,drama horror sci-fi thriller,under the skin,alien desire female nudity male frontal nudity scotland,english
barry levinson,robin williams,j.t. walsh,bruno kirby,biography comedy drama war,"good morning, vietnam",disc jockey friendship radio vietnam vietnamese,english
hyung-rae shim,jason mewes,stephanie danielson,michael rispoli,comedy,the last godfather,mafia mafia boss mafiosi mafioso three word title,english
jon m. chu,usher raymond,sean kingston,boys ii men,documentary music,justin bieber: never say never,boyhood friend manager plasma tv prodigy star,english
darren aronofsky,natalie portman,mila kunis,mark margolis,drama thriller,black swan,ballerina ballet fear female protagonist madness,english
josé padilha,gary oldman,abbie cornish,jennifer ehle,action crime sci-fi thriller,robocop,law enforcement police robocop robot technology,english
francis ford coppola,robert de niro,al pacino,robert duvall,crime drama,the godfather: part ii,1950s corrupt politician lake tahoe nevada melancholy revenge,english
thomas carter,sean patrick thomas,terry kinney,fredro starr,drama music romance,save the last dance,dance dancing ghetto hip hop imperative in title,english
renny harlin,tuesday knight,rodney eastman,brooke bundy,fantasy horror thriller,a nightmare on elm street 4: the dream master,demon dream elm street freddy krueger nightmare,english
patricia riggen,jennifer garner,brighton sharbino,martin henderson,drama,miracles from heaven,child cancer christian film christianity falling into a hole inspiring,english
danny leiner,jennifer garner,mary lynn rajskub,marla sokoloff,comedy mystery,"dude, where's my car?",bare chested male gay kiss homoeroticism lesbian kiss transsexual,english
christopher cain,jack palance,patrick wayne,brian keith,action crime drama thriller western,young guns,army cattle deputy new mexico rancher,english
theodore melfi,bill murray,naomi watts,reg e. cathey,comedy drama,st. vincent,bullying grumpy old man school presentation stroke stroke recovery,english
steve pink,joe lo truglio,regina hall,bryan callen,comedy romance,about last night,bedroom boyfriend girlfriend relationship hug interrupted sex urban setting,english
gil junger,joseph gordon-levitt,heath ledger,andrew keegan,comedy drama romance,10 things i hate about you,dating protective father school shrew teen movie,english
ed decter,zooey deschanel,eddie griffin,gene simmons,comedy,the new guy,cheerleader geek high school prison reference to janet jackson,english
